startup_id,metric,period,period_type,value,unit_raw,currency,value_type,source_id,confidence,notes
S0002,revenue_from_operations,FY25,fiscal_year,589.7,crore,INR,audited,SRC00048,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0002,net_profit,FY25,fiscal_year,237.0,crore,INR,audited,SRC00048,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0002,total_income,FY25,fiscal_year,2712.0,crore,INR,press-quoted-filing,SRC00038,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0002,revenue_from_operations,FY24,fiscal_year,1399.26,crore,INR,audited,SRC00034,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0002,net_profit,FY24,fiscal_year,200.36,crore,INR,audited,SRC00049,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0002,net_profit,FY24,fiscal_year,285.0,crore,INR,press-quoted-filing,SRC00050,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0002,total_income,FY24,fiscal_year,1948.0,crore,INR,press-quoted-filing,SRC00038,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0002,net_profit,9MFY26,fiscal_year,341.0,crore,INR,press-quoted-filing,SRC00038,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0002,net_profit,9MFY25,fiscal_year,125.0,crore,INR,press-quoted-filing,SRC00038,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0003,revenue from operations,FY25,fiscal_year,7115.0,crore,INR,press-quoted-filing,SRC00071,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0003,net loss (consolidated),FY25,fiscal_year,-1727.0,crore,INR,press-quoted-filing,SRC00080,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0003,adjusted pat (ex-esop),FY25,fiscal_year,630.0,crore,INR,management,SRC00071,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0003,revenue from operations,FY24,fiscal_year,5064.0,crore,INR,press-quoted-filing,SRC00071,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0003,"revenue (6 months to sep 2025, +22% yoy)",H1-FY26,fiscal_year,3918.0,crore,INR,press-quoted-filing,SRC00073,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0003,revenue from operations,FY25,fiscal_year,7115.0,crore,INR,press-quoted-filing,SRC00071,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0003,net loss (consolidated),FY25,fiscal_year,-1727.0,crore,INR,press-quoted-filing,SRC00080,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0003,adjusted pat (ex-esop),FY25,fiscal_year,630.0,crore,INR,management,SRC00071,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0003,revenue from operations,FY24,fiscal_year,5064.0,crore,INR,press-quoted-filing,SRC00071,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0003,"revenue (6 months to sep 2025, +22% yoy)",H1-FY26,fiscal_year,3918.0,crore,INR,press-quoted-filing,SRC00073,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0004,consolidated revenue,FY25,fiscal_year,3783.0,crore,INR,management,SRC00090,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0004,gross profit,FY25,fiscal_year,1277.0,crore,INR,management,SRC00090,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0004,esop expense (reverse-flip linked),FY25,fiscal_year,1209.0,crore,INR,management,SRC00091,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0004,consolidated revenue,FY24,fiscal_year,2296.0,crore,INR,management,SRC00090,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0004,gross profit,FY24,fiscal_year,906.0,crore,INR,management,SRC00090,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0005,"revenue (roc, +129% yoy)",FY25,fiscal_year,9669.0,crore,INR,press-quoted-filing,SRC00106,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0005,"net loss (roc, ~3x yoy)",FY25,fiscal_year,-3367.0,crore,INR,press-quoted-filing,SRC00106,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0005,"cash on books (mar 31, 2026 company release via forbes)",FY26-Q1,fiscal_year,5681.0,crore,INR,management,SRC00108,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0005,total_revenue,FY24,fiscal_year,4455.0,crore,INR,DRHP,SRC00108,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0005,net_loss,FY24,fiscal_year,1214.79,crore,INR,DRHP,SRC00108,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0005,total_revenue,FY25,fiscal_year,11110.0,crore,INR,DRHP,SRC00108,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0005,net_loss,FY25,fiscal_year,4699.71,crore,INR,DRHP,SRC00108,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0005,total_revenue,FY26,fiscal_year,22624.0,crore,INR,DRHP,SRC00108,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0005,net_loss,FY26,fiscal_year,5905.19,crore,INR,DRHP,SRC00108,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0005,cash_balance,FY24,fiscal_year,1688.0,crore,INR,DRHP,SRC00108,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0005,cash_balance,FY25,fiscal_year,7441.0,crore,INR,DRHP,SRC00108,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0005,cash_balance,FY26,fiscal_year,5681.0,crore,INR,management,SRC00108,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0005,operating_cash_flow,FY26,fiscal_year,-3462.0,crore,INR,DRHP,SRC00108,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0005,free_cash_flow,FY26,fiscal_year,-4330.0,crore,INR,DRHP,SRC00108,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0005,advertising_revenue,FY25,fiscal_year,651.2,crore,INR,DRHP,SRC00108,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0005,advertising_revenue,FY26,fiscal_year,1635.7,crore,INR,DRHP,SRC00108,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0005,advertising_revenue,FY24,fiscal_year,49.2,crore,INR,DRHP,SRC00108,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0006,revenue,FY27 (PROJECTED),fiscal_year,3,x,USD,management,SRC00123,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0007,revenue_from_operations,FY25,fiscal_year,1163,crore,INR,press-quoted-filing,SRC00140,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0007,pat,FY25,fiscal_year,-69,crore,INR,press-quoted-filing,SRC00140,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0007,revenue_from_operations,FY26,fiscal_year,1506,crore,INR,management,SRC00139,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0007,pat,FY26,fiscal_year,72,crore,INR,management,SRC00139,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0007,revenue_from_operations,FY24,fiscal_year,879,crore,INR,press-quoted-filing,SRC00140,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0008,operating_revenue,FY25,fiscal_year,2735,crore,INR,management,SRC00147,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0008,operating_loss,FY25,fiscal_year,298,crore,INR,management,SRC00147,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0008,net_loss,FY25,fiscal_year,1457,crore,INR,management,SRC00147,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0008,operating_revenue,FY24,fiscal_year,2473,crore,INR,press-quoted-filing,SRC00148,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0008,net_loss,FY24,fiscal_year,1644,crore,INR,press-quoted-filing,SRC00148,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0009,total_revenue,FY24,fiscal_year,392,crore,INR,press-quoted-filing,SRC00155,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0009,arr_target,FY25,fiscal_year,100,million,USD,management,SRC00165,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0010,arr_run_rate,FY26,fiscal_year,100,million,USD,management,SRC00173,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0010,arr,FY26,fiscal_year,120,million,USD,management,SRC00169,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,total_revenue,FY25,fiscal_year,4056.0,crore,INR,press-quoted-filing,SRC00176,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,net_profit,FY25,fiscal_year,1819.0,crore,INR,press-quoted-filing,SRC00176,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,net_profit,FY24,fiscal_year,-805.0,crore,INR,press-quoted-filing,SRC00176,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,revenue,FY24,fiscal_year,3145.0,crore,INR,press-quoted-filing,SRC00176,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,operating_revenue_q3fy26,FY25,fiscal_year,1216.0,crore,INR,management,SRC00204,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,fy25 net profit,FY25,fiscal_year,1819.0,crore,INR,press-quoted-filing,SRC00181,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,fy25 revenue,FY25,fiscal_year,4056.0,crore,INR,press-quoted-filing,SRC00181,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,ipo proceeds,FY26,fiscal_year,6632.3,crore,INR,press-quoted-filing,SRC00182,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,fy25 net profit,FY25,fiscal_year,1819.0,crore,INR,press-quoted-filing,SRC00181,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,fy25 revenue,FY25,fiscal_year,4056.0,crore,INR,press-quoted-filing,SRC00181,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,ipo proceeds,FY26,fiscal_year,6632.3,crore,INR,press-quoted-filing,SRC00182,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,operating_revenue,FY25,fiscal_year,3901.72,crore,INR,DRHP,SRC00205,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,total_income,Q1 FY26,fiscal_year,9485,million,INR,press-quoted-filing,SRC00194,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,revenue_from_operations,Q1 FY26,fiscal_year,904,crore,INR,press-quoted-filing,SRC00193,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,net_profit,Q1 FY26,fiscal_year,378,crore,INR,press-quoted-filing,SRC00193,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,revenue_from_operations,Q2 FY26,fiscal_year,1018.7,crore,INR,press-quoted-filing,SRC00193,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,net_profit,Q2 FY26,fiscal_year,471.3,crore,INR,press-quoted-filing,SRC00193,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,total_income,Q2 FY26,fiscal_year,10708,million,INR,press-quoted-filing,SRC00195,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,revenue_from_operations,H1 FY26,fiscal_year,1923,crore,INR,press-quoted-filing,SRC00193,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,net_profit,H1 FY26,fiscal_year,850,crore,INR,press-quoted-filing,SRC00193,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,total_income,Q3 FY26,fiscal_year,12611,million,INR,press-quoted-filing,SRC00194,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,net_profit,Q3 FY26,fiscal_year,5469,million,INR,press-quoted-filing,SRC00194,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,total_income,Q4 FY26,fiscal_year,15355,million,INR,press-quoted-filing,SRC00194,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,revenue_from_operations,Q4 FY26,fiscal_year,14684,million,INR,press-quoted-filing,SRC00194,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,net_profit,Q4 FY26,fiscal_year,6864,million,INR,press-quoted-filing,SRC00194,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,revenue_from_operations,Q1 FY27,fiscal_year,1501,crore,INR,press-quoted-filing,SRC00197,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0011,net_profit,Q1 FY27,fiscal_year,735,crore,INR,press-quoted-filing,SRC00197,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0012,revenue (india unit),FY25,fiscal_year,1943.0,crore,INR,press-quoted-filing,SRC00218,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0012,net_profit (india unit),FY25,fiscal_year,26.0,crore,INR,press-quoted-filing,SRC00218,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0012,revenue (india entity),FY23,fiscal_year,1618.6,crore,INR,press-quoted-filing,SRC00219,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0012,india unit fy25 revenue,FY25,fiscal_year,1943.0,crore,INR,press-quoted-filing,SRC00222,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0012,india unit fy25 net profit,FY25,fiscal_year,26.0,crore,INR,press-quoted-filing,SRC00222,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0012,india unit fy25 revenue,FY25,fiscal_year,1943.0,crore,INR,press-quoted-filing,SRC00222,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0012,india unit fy25 net profit,FY25,fiscal_year,26.0,crore,INR,press-quoted-filing,SRC00222,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0013,revenue,FY26,fiscal_year,300.0,crore,INR,management,SRC00241,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0013,pat margin,FY26,fiscal_year,10.0,percent,INR,management,SRC00241,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0013,revenue (legal entity),FY24,fiscal_year,3.09,crore,INR,press-quoted-filing,SRC00259,LOW,verbatim FINANCIALS passthrough; unit_raw as recorded
S0013,revenue,FY24,fiscal_year,3.09,crore,INR,press-quoted-filing,SRC00259,LOW,verbatim FINANCIALS passthrough; unit_raw as recorded
S0013,revenue,FY25,fiscal_year,100.0,crore,INR,estimate,SRC00241,LOW,verbatim FINANCIALS passthrough; unit_raw as recorded
S0013,total_revenue,FY26,fiscal_year,300.0,crore,INR,management,SRC00241,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0013,pat_margin,FY26,fiscal_year,10.0,percent,INR,management,SRC00241,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0014,"turnover (unaudited, per hcltech reg-30 filing)",FY26,fiscal_year,45.1,crore,INR,management,SRC00266,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0015,total_income,FY26,fiscal_year,1402.7,crore,INR,audited,SRC00277,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0015,pat,FY26,fiscal_year,48.4,crore,INR,audited,SRC00277,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0015,pat,FY25,fiscal_year,-216.7,crore,INR,audited,SRC00277,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0015,total_income,FY25,fiscal_year,603.8,crore,INR,audited,SRC00277,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0015,total_income,FY27-Q1,fiscal_year,413.8,crore,INR,press-quoted-filing,SRC00285,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0016,operating revenue,FY25,fiscal_year,1569.3,crore,INR,audited,SRC00289,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0016,net loss (pat),FY25,fiscal_year,-273.7,crore,INR,audited,SRC00289,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0016,"ebitda (ind-as, incl. one-offs)",FY25,fiscal_year,15,crore,INR,management,SRC00317,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0016,"revenue (11-mo provisional, unaudited)",FY26,fiscal_year,1532,crore,INR,management,SRC00291,LOW,verbatim FINANCIALS passthrough; unit_raw as recorded
S0016,total_revenue,FY25,fiscal_year,1569.3,crore,INR,audited,SRC00289,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0016,net_profit,FY25,fiscal_year,-273.7,crore,INR,audited,SRC00289,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0016,ebitda,FY25,fiscal_year,15,crore,INR,management,SRC00317,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0016,gross_revenue,FY25,fiscal_year,1943,crore,INR,press-quoted-filing,SRC00317,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0016,revenue_11mo_provisional,FY26,fiscal_year,1532,crore,INR,management,SRC00291,LOW,verbatim FINANCIALS passthrough; unit_raw as recorded
S0016,pat_provisional,FY26,fiscal_year,38,crore,INR,management,SRC00291,LOW,verbatim FINANCIALS passthrough; unit_raw as recorded
S0016,deferred_revenue,FY25,fiscal_year,530,crore,INR,press-quoted-filing,SRC00318,LOW,verbatim FINANCIALS passthrough; unit_raw as recorded
S0017,indian entity standalone revenue,FY25,fiscal_year,771,crore,INR,press-quoted-filing,SRC00334,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0017,indian entity revenue / pat,FY24,fiscal_year,682.0,crore,INR,press-quoted-filing,SRC00333,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0017,ireland-filings pat on turnover ~$170m,FY23,fiscal_year,125.0,million,USD,press-quoted-filing,SRC00333,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0017,indian entity standalone revenue,FY25,fiscal_year,771,crore,INR,press-quoted-filing,SRC00334,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0017,indian entity revenue,FY24,fiscal_year,682,crore,INR,press-quoted-filing,SRC00333,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0017,indian entity pat,FY24,fiscal_year,129,crore,INR,press-quoted-filing,SRC00333,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0017,ireland-filings pat on turnover,FY23,fiscal_year,125,million,USD,press-quoted-filing,SRC00333,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0017,group revenue (estimated),,fiscal_year,235,million,USD,estimate,SRC00342,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0017,revenue guidance,,fiscal_year,300,million,USD,management,SRC00334,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0018,profit_after_tax,FY25,fiscal_year,408,crore,INR,press-quoted-filing,SRC00353,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0018,revenue,FY25,fiscal_year,900,crore,INR,press-quoted-filing,SRC00352,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0018,profit_after_tax,FY26,fiscal_year,325.8,crore,INR,press-quoted-filing,SRC00355,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0018,total_revenue,FY24,fiscal_year,373,crore,INR,press-quoted-filing,SRC00352,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0018,net_profit,FY24,fiscal_year,177,crore,INR,press-quoted-filing,SRC00352,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0018,total_revenue,FY25,fiscal_year,876,crore,INR,press-quoted-filing,SRC00353,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0018,net_profit,FY25,fiscal_year,408,crore,INR,press-quoted-filing,SRC00353,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0018,total_revenue,FY26,fiscal_year,904.9,crore,INR,press-quoted-filing,SRC00355,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0018,net_profit,FY26,fiscal_year,325.8,crore,INR,press-quoted-filing,SRC00355,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0018,net_worth,FY26,fiscal_year,916.1,crore,INR,press-quoted-filing,SRC00355,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0019,revenue_from_operations,FY24,fiscal_year,5664,crore,INR,press-quoted-filing,SRC00369,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0019,total_revenue,FY22,fiscal_year,5729,crore,INR,audited,SRC00387,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0019,total_revenue,FY26,fiscal_year,6869,crore,INR,press-quoted-filing,SRC00386,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0019,pat,FY22,fiscal_year,-3993,crore,INR,audited,SRC00387,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0019,total_revenue,FY23,fiscal_year,6644,crore,INR,audited,SRC00394,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0019,pat,FY23,fiscal_year,-5211,crore,INR,audited,SRC00394,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0019,total_revenue,FY24,fiscal_year,5664,crore,INR,audited,SRC00382,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0019,pat,FY24,fiscal_year,-2533,crore,INR,audited,SRC00382,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0019,total_revenue,FY25,fiscal_year,5872,crore,INR,audited,SRC00383,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0019,pat,FY25,fiscal_year,-1572,crore,INR,audited,SRC00387,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0019,ebitda,FY26,fiscal_year,62.5,crore,INR,press-quoted-filing,SRC00386,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0019,gmv,FY24,fiscal_year,14351,crore,INR,press-quoted-filing,SRC00395,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0020,revenue from operations,FY25,fiscal_year,158.5,crore,INR,press-quoted-filing,SRC00411,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0020,revenue from operations,FY24,fiscal_year,88.5,crore,INR,press-quoted-filing,SRC00411,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0020,revenue target fy26,FY26,fiscal_year,300.0,INR crore,INR,management,SRC00413,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0021,operating_revenue,FY23,fiscal_year,1000,crore,INR,press-quoted-filing,SRC00430,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0021,operating_revenue,FY23,fiscal_year,1000,crore,INR,press-quoted-filing,SRC00430,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0021,total_revenue,FY25,fiscal_year,1208,crore,INR,press-quoted-filing,SRC00431,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0021,net_profit,FY25,fiscal_year,215,crore,INR,press-quoted-filing,SRC00431,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0021,ebitda_growth,FY26,fiscal_year,120,percent,INR,management,SRC00431,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0021,net_profit_multiple,FY26,fiscal_year,2.25,x,INR,management,SRC00431,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0021,revenue_growth_yoy,FY25,fiscal_year,9,percent,INR,management,SRC00431,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0022,operating_revenue,FY25,fiscal_year,4561,crore,INR,press-quoted-filing,SRC00446,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0022,pat,FY25,fiscal_year,-1055,crore,INR,press-quoted-filing,SRC00446,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0022,operating_revenue,FY24,fiscal_year,5706.6,crore,INR,press-quoted-filing,SRC00447,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0022,pat,FY24,fiscal_year,-1674.1,crore,INR,press-quoted-filing,SRC00447,MEDIUM,verbatim FINANCIALS passthrough; unit_raw as recorded
S0023,operating_revenue,FY25,fiscal_year,2836.8,crore,INR,press-quoted-filing,SRC00459,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
S0023,net_loss,FY25,fiscal_year,-424.4,crore,INR,press-quoted-filing,SRC00459,HIGH,verbatim FINANCIALS passthrough; unit_raw as recorded
