issue_id,severity,sheet,record_id,issue_type,description,suggested_fix,status
AI0023,HIGH,STARTUPS.total_funding_disclosed,S0017,non-numeric value,"'19200.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0024,HIGH,STARTUPS.total_funding_disclosed,S0018,non-numeric value,"'12011.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0025,HIGH,STARTUPS.total_funding_disclosed,S0019,non-numeric value,"'19779.2 Mn INR (equity, DERIVED) + 1700.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0026,HIGH,STARTUPS.total_funding_disclosed,S0020,non-numeric value,"'13867.6 Mn INR (equity, DERIVED) + 3155.1 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0027,HIGH,STARTUPS.total_funding_disclosed,S0021,non-numeric value,"'4012.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0028,HIGH,STARTUPS.total_funding_disclosed,S0022,non-numeric value,"'30117.3 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0029,HIGH,STARTUPS.total_funding_disclosed,S0023,non-numeric value,"'32639.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0030,HIGH,STARTUPS.total_funding_disclosed,S0024,non-numeric value,"'22350.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0031,HIGH,STARTUPS.total_funding_disclosed,S0025,non-numeric value,"'21821.2 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0032,HIGH,STARTUPS.total_funding_disclosed,S0026,non-numeric value,"'1043.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0033,HIGH,STARTUPS.total_funding_disclosed,S0027,non-numeric value,"'10570.2 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0034,HIGH,STARTUPS.total_funding_disclosed,S0028,non-numeric value,"'20135.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0035,HIGH,STARTUPS.total_funding_disclosed,S0029,non-numeric value,"'15612.1 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0036,HIGH,STARTUPS.total_funding_disclosed,S0030,non-numeric value,"'30040.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0037,HIGH,STARTUPS.total_funding_disclosed,S0031,non-numeric value,"'7253.7 Mn INR (equity, DERIVED) + 977.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0038,HIGH,STARTUPS.total_funding_disclosed,S0032,non-numeric value,"'29494.2 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0039,HIGH,STARTUPS.total_funding_disclosed,S0033,non-numeric value,"'27354.8 Mn INR (equity, DERIVED) + 5102.5 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0040,HIGH,STARTUPS.total_funding_disclosed,S0034,non-numeric value,"'32934.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0041,HIGH,STARTUPS.total_funding_disclosed,S0035,non-numeric value,"'48175.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0042,HIGH,STARTUPS.employee_estimate,S0035,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0043,HIGH,STARTUPS.total_funding_disclosed,S0036,non-numeric value,"'3153712.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0044,HIGH,STARTUPS.employee_estimate,S0036,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0045,HIGH,STARTUPS.total_funding_disclosed,S0037,non-numeric value,"'41317.7 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0046,HIGH,STARTUPS.employee_estimate,S0037,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0047,HIGH,STARTUPS.total_funding_disclosed,S0038,non-numeric value,"'82022.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0048,HIGH,STARTUPS.employee_estimate,S0038,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0049,HIGH,STARTUPS.total_funding_disclosed,S0039,non-numeric value,"'15792.7 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0050,HIGH,STARTUPS.employee_estimate,S0039,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0051,HIGH,STARTUPS.total_funding_disclosed,S0040,non-numeric value,"'167220.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0052,HIGH,STARTUPS.employee_estimate,S0040,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0053,HIGH,STARTUPS.total_funding_disclosed,S0041,non-numeric value,"'117816.6 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0054,HIGH,STARTUPS.total_funding_disclosed,S0042,non-numeric value,"'96471.2 Mn INR (equity, DERIVED) + 38365.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0055,HIGH,STARTUPS.employee_estimate,S0042,non-numeric value,'estimated 1000-2000' is a string,split into value/unit/currency,open
AI0056,HIGH,STARTUPS.total_funding_disclosed,S0043,non-numeric value,' | IPO issue 53520.0 INRMn (excluded from private equity total)' is a string,split into value/unit/currency,open
AI0057,HIGH,STARTUPS.total_funding_disclosed,S0044,non-numeric value,"'34899.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0058,HIGH,STARTUPS.total_funding_disclosed,S0045,non-numeric value,"'4968.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0059,HIGH,STARTUPS.employee_estimate,S0045,non-numeric value,'3400-4195 (PitchBook 3400 as of 2025; Tracxn official 4195)' is a string,split into value/unit/currency,open
AI0060,HIGH,STARTUPS.total_funding_disclosed,S0046,non-numeric value,"'68629.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0061,HIGH,STARTUPS.total_funding_disclosed,S0047,non-numeric value,"'27744.0 Mn INR (equity, DERIVED) + 1112.8 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0062,HIGH,STARTUPS.employee_estimate,S0047,non-numeric value,"'446 (Tracxn official) to ~1435 (Inc42, likely incl. field staff)' is a string",split into value/unit/currency,open
AI0063,HIGH,STARTUPS.total_funding_disclosed,S0048,non-numeric value,"'56137.9 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0064,HIGH,STARTUPS.employee_estimate,S0048,non-numeric value,'6500 (PitchBook 2026)' is a string,split into value/unit/currency,open
AI0065,HIGH,STARTUPS.total_funding_disclosed,S0049,non-numeric value,"'98729.8 Mn INR (equity, DERIVED) | IPO issue 606.0 USDMn (excluded from private equity total)' is a string",split into value/unit/currency,open
AI0066,HIGH,STARTUPS.employee_estimate,S0049,non-numeric value,'2082 (Tracxn official)' is a string,split into value/unit/currency,open
AI0067,HIGH,STARTUPS.total_funding_disclosed,S0050,non-numeric value,"'47605.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0068,HIGH,STARTUPS.employee_estimate,S0050,non-numeric value,"'3724 (Tracxn official); ANI legal entity 306 (Mar 2026, Tracxn)' is a string",split into value/unit/currency,open
AI0069,HIGH,STARTUPS.total_funding_disclosed,S0051,non-numeric value,"'101276.8 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0070,HIGH,STARTUPS.employee_estimate,S0051,non-numeric value,'817 (Tracxn official)' is a string,split into value/unit/currency,open
AI0071,HIGH,STARTUPS.total_funding_disclosed,S0052,non-numeric value,"'142593.0 Mn INR (equity, DERIVED) + 26343.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0072,HIGH,STARTUPS.employee_estimate,S0052,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0073,HIGH,STARTUPS.total_funding_disclosed,S0053,non-numeric value,"'13854.2 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0074,HIGH,STARTUPS.employee_estimate,S0053,non-numeric value,'1605 (PitchBook profile; UNVERIFIED)' is a string,split into value/unit/currency,open
AI0075,HIGH,STARTUPS.total_funding_disclosed,S0054,non-numeric value,"'41161.0 Mn INR (equity, DERIVED) + 1285.5 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0076,HIGH,STARTUPS.total_funding_disclosed,S0055,non-numeric value,"'22765.5 Mn INR (equity, DERIVED) + 1964.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0077,HIGH,STARTUPS.employee_estimate,S0055,non-numeric value,'447 (per The Company Check; UNVERIFIED)' is a string,split into value/unit/currency,open
AI0078,HIGH,STARTUPS.total_funding_disclosed,S0056,non-numeric value,"'8635.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0079,HIGH,STARTUPS.employee_estimate,S0056,non-numeric value,"'510 (Inc42 profile; LinkedIn reports 1063 — UNVERIFIED, conflict noted)' is a string",split into value/unit/currency,open
AI0080,HIGH,STARTUPS.total_funding_disclosed,S0057,non-numeric value,"'42565.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0081,HIGH,STARTUPS.total_funding_disclosed,S0058,non-numeric value,"'16196.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0082,HIGH,STARTUPS.employee_estimate,S0058,non-numeric value,"'300 (Revelio Labs, Mar 2026) / 387 (Inc42 Datalabs, 2026)' is a string",split into value/unit/currency,open
AI0083,HIGH,STARTUPS.total_funding_disclosed,S0059,non-numeric value,"'4705.0 Mn INR (equity, DERIVED) + 1305.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0084,HIGH,STARTUPS.total_funding_disclosed,S0060,non-numeric value,"'17666.3 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0085,HIGH,STARTUPS.total_funding_disclosed,S0061,non-numeric value,"'5257.9 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0086,HIGH,STARTUPS.total_funding_disclosed,S0062,non-numeric value,"'14905.6 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0087,HIGH,STARTUPS.total_funding_disclosed,S0063,non-numeric value,"'16019.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0088,HIGH,STARTUPS.employee_estimate,S0063,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0089,HIGH,STARTUPS.total_funding_disclosed,S0064,non-numeric value,"'58519.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0090,HIGH,STARTUPS.employee_estimate,S0064,non-numeric value,'1001-5000 (Crunchbase range; UNVERIFIED)' is a string,split into value/unit/currency,open
AI0091,HIGH,STARTUPS.total_funding_disclosed,S0065,non-numeric value,"'11853.8 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0092,HIGH,STARTUPS.total_funding_disclosed,S0066,non-numeric value,"'5466.9 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0093,HIGH,STARTUPS.employee_estimate,S0066,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0094,HIGH,STARTUPS.total_funding_disclosed,S0067,non-numeric value,"'20184.9 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0095,HIGH,STARTUPS.total_funding_disclosed,S0068,non-numeric value,"'81369.2 Mn INR (equity, DERIVED) + 19540.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0096,HIGH,STARTUPS.total_funding_disclosed,S0069,non-numeric value,"'2607.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0097,HIGH,STARTUPS.employee_estimate,S0069,non-numeric value,'~100' is a string,split into value/unit/currency,open
AI0098,HIGH,STARTUPS.total_funding_disclosed,S0070,non-numeric value,"'21635.6 Mn INR (equity, DERIVED) + 4935.6 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0099,HIGH,STARTUPS.total_funding_disclosed,S0071,non-numeric value,"'34269.2 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0100,HIGH,STARTUPS.total_funding_disclosed,S0072,non-numeric value,"'142586.6 Mn INR (equity, DERIVED) | IPO issue 3900.0 USDMn (excluded from private equity total) | IPO issue 2600.0 USDMn (excluded from private equity total)' is a string",split into value/unit/currency,open
AI0101,HIGH,STARTUPS.total_funding_disclosed,S0073,non-numeric value,"'15030.0 Mn INR (equity, DERIVED) + 10440.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0102,HIGH,STARTUPS.total_funding_disclosed,S0074,non-numeric value,"'8641.8 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0103,HIGH,STARTUPS.total_funding_disclosed,S0075,non-numeric value,"'24783.2 Mn INR (equity, DERIVED) + 100.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0104,HIGH,STARTUPS.total_funding_disclosed,S0076,non-numeric value,"'5809.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0105,HIGH,STARTUPS.total_funding_disclosed,S0077,non-numeric value,"'21425.0 Mn INR (equity, DERIVED) + 21425.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0106,HIGH,STARTUPS.total_funding_disclosed,S0078,non-numeric value,"'89676.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0107,HIGH,STARTUPS.total_funding_disclosed,S0079,non-numeric value,"'23084.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0108,HIGH,STARTUPS.total_funding_disclosed,S0080,non-numeric value,"'3960.3 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0109,HIGH,STARTUPS.total_funding_disclosed,S0081,non-numeric value,"'3187.8 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0110,HIGH,STARTUPS.total_funding_disclosed,S0082,non-numeric value,"'4350.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0111,HIGH,STARTUPS.total_funding_disclosed,S0083,non-numeric value,"'175250.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0112,HIGH,STARTUPS.total_funding_disclosed,S0084,non-numeric value,"'4300.0 Mn INR (equity, DERIVED) | IPO issue 572.0 USDMn (excluded from private equity total)' is a string",split into value/unit/currency,open
AI0113,HIGH,STARTUPS.total_funding_disclosed,S0085,non-numeric value,"'236958.7 Mn INR (equity, DERIVED) + 9830.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0114,HIGH,STARTUPS.total_funding_disclosed,S0086,non-numeric value,"'14005.3 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0115,HIGH,STARTUPS.total_funding_disclosed,S0087,non-numeric value,"'8501.2 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0116,HIGH,STARTUPS.total_funding_disclosed,S0088,non-numeric value,"'2784.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0117,HIGH,STARTUPS.total_funding_disclosed,S0089,non-numeric value,"'702.7 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0118,HIGH,STARTUPS.total_funding_disclosed,S0090,non-numeric value,"'3308.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0119,HIGH,STARTUPS.total_funding_disclosed,S0091,non-numeric value,"'3727.3 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0120,HIGH,STARTUPS.total_funding_disclosed,S0092,non-numeric value,"'58009.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0121,HIGH,STARTUPS.total_funding_disclosed,S0093,non-numeric value,"'37044.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0122,HIGH,STARTUPS.total_funding_disclosed,S0094,non-numeric value,"'101310.0 Mn INR (equity, DERIVED) + 40330.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0123,HIGH,STARTUPS.total_funding_disclosed,S0095,non-numeric value,"'12234.8 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0124,HIGH,STARTUPS.total_funding_disclosed,S0096,non-numeric value,"'17229.0 Mn INR (equity, DERIVED) + 8570.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0125,HIGH,STARTUPS.total_funding_disclosed,S0097,non-numeric value,"'5171.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0126,HIGH,STARTUPS.total_funding_disclosed,S0098,non-numeric value,"'38200.4 Mn INR (equity, DERIVED) + 2571.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0127,HIGH,STARTUPS.total_funding_disclosed,S0099,non-numeric value,"'4721.2 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0128,HIGH,STARTUPS.total_funding_disclosed,S0100,non-numeric value,"'11675.4 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0129,HIGH,STARTUPS.total_funding_disclosed,S0101,non-numeric value,"'3325.5 Mn INR (equity, DERIVED) + 3325.5 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0130,HIGH,STARTUPS.total_funding_disclosed,S0102,non-numeric value,"'2150.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0131,HIGH,STARTUPS.total_funding_disclosed,S0103,non-numeric value,"'2202.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0132,HIGH,STARTUPS.total_funding_disclosed,S0104,non-numeric value,"'2170.2 Mn INR (equity, DERIVED) + 150.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0133,HIGH,STARTUPS.total_funding_disclosed,S0105,non-numeric value,"'5656.2 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0134,HIGH,STARTUPS.total_funding_disclosed,S0106,non-numeric value,"'14134.1 Mn INR (equity, DERIVED) + 565.6 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0135,HIGH,STARTUPS.total_funding_disclosed,S0107,non-numeric value,"'615.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0136,HIGH,STARTUPS.total_funding_disclosed,S0108,non-numeric value,"'4371.4 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0137,HIGH,STARTUPS.total_funding_disclosed,S0109,non-numeric value,"'8505.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0138,HIGH,STARTUPS.total_funding_disclosed,S0110,non-numeric value,"'18910.0 Mn INR (equity, DERIVED) + 2700.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0139,HIGH,STARTUPS.total_funding_disclosed,S0111,non-numeric value,"'29995.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0140,HIGH,STARTUPS.total_funding_disclosed,S0112,non-numeric value,"'34779.1 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0141,HIGH,STARTUPS.total_funding_disclosed,S0113,non-numeric value,"'11175.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0142,HIGH,STARTUPS.total_funding_disclosed,S0114,non-numeric value,"'25427.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0143,HIGH,STARTUPS.total_funding_disclosed,S0115,non-numeric value,"'5320.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0144,HIGH,STARTUPS.employee_estimate,S0115,non-numeric value,'N/A' is a string,split into value/unit/currency,open
AI0145,HIGH,STARTUPS.total_funding_disclosed,S0116,non-numeric value,"'15463.4 Mn INR (equity, DERIVED) | IPO issue 19070.0 INRMn (excluded from private equity total)' is a string",split into value/unit/currency,open
AI0146,HIGH,STARTUPS.total_funding_disclosed,S0117,non-numeric value,"'7265.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0147,HIGH,STARTUPS.total_funding_disclosed,S0118,non-numeric value,"'8896.6 Mn INR (equity, DERIVED) + 50.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0148,HIGH,STARTUPS.total_funding_disclosed,S0119,non-numeric value,"'26398.6 Mn INR (equity, DERIVED) + 967.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0149,HIGH,STARTUPS.total_funding_disclosed,S0120,non-numeric value,"'56245.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0150,HIGH,STARTUPS.total_funding_disclosed,S0121,non-numeric value,"'3915.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0151,HIGH,STARTUPS.total_funding_disclosed,S0122,non-numeric value,"'2974.1 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0152,HIGH,STARTUPS.total_funding_disclosed,S0123,non-numeric value,"'5651.2 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0153,HIGH,STARTUPS.total_funding_disclosed,S0124,non-numeric value,"'417.6 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0154,HIGH,STARTUPS.total_funding_disclosed,S0125,non-numeric value,"'7817.0 Mn INR (equity, DERIVED) + 3480.0 Mn INR (debt)' is a string",split into value/unit/currency,open
AI0155,HIGH,STARTUPS.employee_estimate,S0125,non-numeric value,'UNKNOWN' is a string,split into value/unit/currency,open
AI0156,HIGH,STARTUPS.total_funding_disclosed,S0126,non-numeric value,"'12419.1 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0157,HIGH,STARTUPS.total_funding_disclosed,S0127,non-numeric value,"'2795.6 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0158,HIGH,STARTUPS.total_funding_disclosed,S0128,non-numeric value,"'1387.5 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0159,HIGH,STARTUPS.total_funding_disclosed,S0129,non-numeric value,"'1621.3 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0160,HIGH,STARTUPS.total_funding_disclosed,S0130,non-numeric value,"'2762.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0161,HIGH,STARTUPS.total_funding_disclosed,S0131,non-numeric value,"'1171.2 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0162,HIGH,STARTUPS.total_funding_disclosed,S0132,non-numeric value,"'662.4 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0163,HIGH,STARTUPS.total_funding_disclosed,S0133,non-numeric value,"'1305.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0164,HIGH,STARTUPS.total_funding_disclosed,S0134,non-numeric value,"'35221.4 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0165,HIGH,STARTUPS.total_funding_disclosed,S0135,non-numeric value,"'23643.5 Mn INR (equity, DERIVED) | IPO issue 52350.0 INRMn (excluded from private equity total) | IPO issue 5235.0 INRMn (excluded from private equity total)' is a string",split into value/unit/currency,open
AI0166,HIGH,STARTUPS.total_funding_disclosed,S0136,non-numeric value,"'85700.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0167,HIGH,STARTUPS.total_funding_disclosed,S0137,non-numeric value,"'12900.0 Mn INR (equity, DERIVED) | IPO issue 1030.0 USDMn (excluded from private equity total)' is a string",split into value/unit/currency,open
AI0168,HIGH,STARTUPS.total_funding_disclosed,S0138,non-numeric value,"'73535.0 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0169,HIGH,STARTUPS.employee_estimate,S0138,non-numeric value,'Unknown' is a string,split into value/unit/currency,open
AI0170,HIGH,STARTUPS.total_funding_disclosed,S0139,non-numeric value,' | IPO issue  INRMn (excluded from private equity total)' is a string,split into value/unit/currency,open
AI0171,HIGH,STARTUPS.total_funding_disclosed,S0141,non-numeric value,' | IPO issue  INRMn (excluded from private equity total)' is a string,split into value/unit/currency,open
AI0172,HIGH,STARTUPS.total_funding_disclosed,S0142,non-numeric value,' | IPO issue  INRMn (excluded from private equity total)' is a string,split into value/unit/currency,open
AI0173,HIGH,STARTUPS.total_funding_disclosed,S0144,non-numeric value,"'5429.2 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
AI0174,HIGH,STARTUPS.total_funding_disclosed,S0145,non-numeric value,"'3317.6 Mn INR (equity, DERIVED)' is a string",split into value/unit/currency,open
