url,status,chars,error
https://inc42.com/buzz/from-fibe-to-smart-joules-indian-startups-raised-127-mn-this-week,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://inc42.com/buzz/from-pee-safe-to-etherealx-indian-startups-raised-269-mn-this-week,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://inc42.com/buzz/from-truemeds-to-ultraviolette-indian-startups-raised-272-mn-this-week,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://inc42.com/buzz/infra-markets-fy24-profit-crosses-inr-350-cr-sales-breach-inr-14k-cr-mark,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://inc42.com/buzz/juspay-turns-profitable-in-fy25-posts-inr-62-cr-net-profit,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://inc42.com/buzz/pharmeasy-to-raise-inr-1700-cr-debt,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://inc42.com/buzz/pristyn-care-lays-off-120-employees-eyes-profitability-by-fy25,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://inc42.com/buzz/pristyn-cares-loss-flat-at-inr-381-cr-in-fy24,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://inc42.com/buzz/proptech-startup-square-yards-raises-%E2%82%B9900-cr-at-unicorn-valuation,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://inc42.com/buzz/proptech-startup-truva-nets-9-mn-to-expand-beyond-mumbai,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://inc42.com/buzz/spacetech-startup-digantara-bags-funding-from-aditya-birla-ventures-sidbi,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://inc42.com/buzz/traveltech-startup-30-sundays-raises-%E2%82%B961-cr-to-expand-ai-powered-holiday-planning,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://inc42.com/buzz/truemeds-closes-85-mn-series-c-funding-round,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://inc42.com/buzz/upgrad-halves-fy25-loss-to-inr-273-7-cr-revenue-up-6,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://inc42.com/buzz/vedantu-acquires-doubt-solving-app-instasolv-to-complement-k-12-learning,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://inc42.com/buzz/zetas-valuation-jumps-to-2-bn-after-funding-from-optum,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://investors.nxp.com/news-releases/news-release-details/nxp-agrees-acquire-edge-ai-pioneer-kinara-redefine-intelligent,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://medial.app/news/exclusive-peak-xv-joins-truemeds-series-c-round-with-dollar20-mn-81406ad395e47,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://medial.app/news/exclusive-pristyn-care-raises-dollar4-mn-to-scale-in-house-hospitals-preps-for-larger-round-f0edcefd14444,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://pitchbook.com/profiles/company/110393-29,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://pitchbook.com:8443/profiles/company/436520-71,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/52bd75a1e4b033223572e7b2/inmobi,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/52dcd057e4b07c90e4b08a1a/nykaa,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/531a68b8e4b0f7e1660eab44/navi,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/5393f3a5e4b050e1f4f9bda7/uolo,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/53943021e4b050e1f4fbce06/rocketlane,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/54e49bcce4b09c3be254fb2d/hasura,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/56031832e4b0fee07ae2ef71/watch%20your%20health,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/56309520e4b03f67066ed387/meesho,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/57a703cce4b05b93ecbb2d3d/cultfit,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/585399b4e4b0744078bb9814/climatech%20environment,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/589276bfe4b0023d79049816/bimakavach,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/58bddd9be4b041de9c87c341/slice,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/58bf4601e4b0e437d81e04a0/acko,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/59676ccbe4b04cbde60478d4/coinswitch,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/59ca1518e4b02e35849deeda/agnikul,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/5c8bb15b9adc104cb9aa90e3/moppfoods.com,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/5ce7e4f0f036854742999113/miko%20technologies,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/5f1996bee3c5d268b3f50b20/augnito,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/61ec4fd8dc7eed7b9d869b26/valuenable,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/632c383196da52600b79cde9/shortgun%20games,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/63a3888ebf2cdb0e034b9431/advaita%20interactive,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/63a4c60caa50c4650c36ab83/traqo,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/640e98878eed971e4e9e851d/ecofy,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/64343c2284d1d705080453ed/dv2js%20innovation,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/661f9d0d5acdd832b9eb1d3f/alphadroid,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/6659c7182a0a9d10e6bc4f8a/neoble,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/680e76cc548027255c06be42/intellend%20technologies%20advisors,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://platform.tracxn.com/a/d/company/6895db3bf8267c29c005fc25/sapiom,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://sansad.in/getFile/loksabhaquestions/annex/1711/AU1428.pdf,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/browserstack/__D8HrmxNe4vnJscJsUqnGKhH61Pk58v_vEq4lD2_1S7Q,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/celcius/__2TlR7E25GcirQmLFKtdmWa6OSICjBQonZ5BXgB0r-ro,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/cult.fit/__-Wg3Ms2LDV2m_0_AEbIvAhRvY6C13zfasKWCh86DEW4/funding-and-investors,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/cultfit/__-Wg3Ms2LDV2m_0_AEbIvAhRvY6C13zfasKWCh86DEW4,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/cultfit/__-Wg3Ms2LDV2m_0_AEbIvAhRvY6C13zfasKWCh86DEW4/funding-and-investors,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/dreamsports/__K5c3x3hZPtLZJinYH6xLudjVF-hDfVjFyuTHtZLcQpM/funding-and-investors,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/fireflies/__Or2uIsFu9ZUcCFmE2xXJMNv7F6yan5k-nxkVOfE1cMQ,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/hasura/__SMK3S7BMgtsGtSv97RLd1UJUbyheNG10g9USc7rNJ4A/funding-and-investors,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/icertis/__OqW1f7Fcf6Ue7D7UGy6OBRv0PPqutOPzj3b48GO6gi0/funding-and-investors,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/innovaccer/__kvvAjPIPvTlVwOCbNE3GkPNS2Tz7KWqwz_0u2KIOmaA,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/juspay/__fDjQyojq6Uh_DeW1pRNecBKAdkkLtN01Ccml4wlD_dk,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/leadsquared/__GhwqUB8i0uV81NMtpyVUTF8KIXJ_IRM91A5DkSdKXQA,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/leadsquared/__GhwqUB8i0uV81NMtpyVUTF8KIXJ_IRM91A5DkSdKXQA/funding-and-investors,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/money-view/__NRQRmOVRDpuHzMRCzk3qauzM76P31UNYUzYAnXXZSD0,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/nobroker/__P5szSU2_yUD6zK8XvpxxDC27tnywWrQ0ruK7T7Uy3xE,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/nobroker/__P5szSU2_yUD6zK8XvpxxDC27tnywWrQ0ruK7T7Uy3xE/funding-and-investors,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/ofbusiness/__aGc6oWtIgdt0twhERclS3Tonc_PwAwpfQ4cNci53GvA,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/pine-labs/__B_uT5mdkziCxRVGPrKBFMXE5NIJjBKHPWKDFLsjo4XQ,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/postman/__5xdlPCDqiJBrCfWaFC6jpq_1zwxQ_9rsAK3jz5bhWd4,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/pristyn-care/__QEWxHLBugEsT_XwDFV-JrRNqtedJdqnyI8ro2b-OQf0,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/razorpay/__ARWa67NVJPe3TC11rYSBnp-0zVHbDAze4xZvzRsZzAI,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/razorpay/__ARWa67NVJPe3TC11rYSBnp-0zVHbDAze4xZvzRsZzAI/funding-and-investors,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/udaan/__dqg_mEy88BVRHGJGLspfldbOffAPjD1ia0HEcVfN0oo,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/companies/wint-wealth/__T1FbxNqojY0uy1FMTkBijOblM_krA5I1vBpM4kjBv1Y/founders-and-board-of-directors,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/explore/gaming-startups-in-india/__l0hd49FrHYYyE-hgF3d8DYfyM7vWKY8fAEFHgB103lo,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/explore/gaming-startups-in-india/__l0hd49FrHYYyE-hgF3d8DYfyM7vWKY8fAEFHgB103lo/companies,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/explore/k-12-edtech-startups-in-india/__O_iZ1Gg-3BLMMpJWwFuUCQt6IqZuoIuTXbodzLf-L-I,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/explore/robotics-industry-applications-startups-in-india/__2TesP41aYh1bEp-zpz2SJUitRkeraFUkZqrKotTF1dA,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/explore/space-tech-startups-in-india/__1kQLwwvU3y5lRqJwoFJ4obrutrk8Crfwz-bDqAIoNAI/companies,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/explore/travel-and-hospitality-startups-in-india/__LJyx-beGm1rsIfmGFKv8Krqbp-4UFfUfoBxb9q4aHN0,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/legal-entities/india/ani-technologies-private-limited/__33Lg5A3hM9kYpV3FEsFODy_p_8z_2Q_c26qNf1CHA5U,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/legal-entities/india/drools-pet-food-private-limited/__uCFfwi7Zo7GPU9zg1THwcoKNatia7c7iH001S_9r0h8,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/legal-entities/india/jumbotail-technologies-private-limited/___07BUaNuwet7rTvuaQEwU9KCB-L2YnUboaWXFyvqlIA,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://tracxn.com/d/legal-entities/india/pixxelspace-india-private-limited/__3csw_5Kgn-mpH1wG2c5QbRatDkCPwcS8w1gs3k4ciEI,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://www.businesswire.com/news/home/20220202005128/en/Gupshup-Acquires-AI-Powered-Voice-Leader-Knowlarity-Strengthens-Conversational-Engagement-Portfolio,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://www.businesswire.com/news/home/20250612531860/en/Fireflies-Reaches-%241-Billion-Valuation-Partners-With-Perplexity-to-Bring-Real-time-Web-Search-to-Meetings,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://www.businesswire.com/news/home/20250723358311/en/Postman-Announces-New-San-Francisco-Headquarters-to-Accelerate-Growth-and-Innovation,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
https://www.crunchbase.com/organization/deep-vision-c7a3,FAILED,0,"{'code': 'UNKNOWN', 'message': ""EPERM: operation not permitted, open '/Users/Mitesh Gada/Documents/Projects/.monid/xdg/m"
